376d882a3a034b68b167a83a623e1670ee1ec990,MODIFY,regular-file,.env,66,1
271a32f3f5c8270132e9706557a4af79f792799e,MODIFY,regular-file,app.json,1330,50
877111d36b51021b48930baf0d45f727d7ff9f3a,MODIFY,regular-file,eas.json,880,31
4f663241168a20b4def7501d075461a82da98f30,MODIFY,regular-file,google-services.json,695,18
